# Force and moment coefficients
# dragDir       : (9.98814648e-01 0.00000000e+00 4.86754399e-02)
# sideDir       : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# liftDir       : (-4.86754399e-02 0.00000000e+00 9.98814648e-01)
# rollAxis      : (9.98814648e-01 0.00000000e+00 4.86754399e-02)
# pitchAxis     : (0.00000000e+00 1.00000000e+00 -0.00000000e+00)
# yawAxis       : (-4.86754399e-02 0.00000000e+00 9.98814648e-01)
# magUInf       : 2.49796991e+02
# lRef          : 1.00000000e+00
# Aref          : 2.00000000e-03
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
1229            	2.99458994e-02	1.49729497e-02	1.49729497e-02	8.66983663e-01	3.08383556e-01	5.58600107e-01	-1.25108275e-01	9.75972556e-21	-9.75487275e-20	-5.75451156e-21	-1.00425983e-19	9.46714717e-20
1230            	2.99439189e-02	1.49719595e-02	1.49719595e-02	8.67134519e-01	3.08437603e-01	5.58696916e-01	-1.25129656e-01	9.76051134e-21	-9.75449870e-20	-5.77176564e-21	-1.00430870e-19	9.46591042e-20
1231            	2.99414615e-02	1.49707307e-02	1.49707307e-02	8.67277589e-01	3.08491613e-01	5.58785976e-01	-1.25147182e-01	9.76137487e-21	-9.75420679e-20	-5.79193064e-21	-1.00438033e-19	9.46461026e-20
1232            	2.99391083e-02	1.49695542e-02	1.49695542e-02	8.67418899e-01	3.08546003e-01	5.58872896e-01	-1.25163446e-01	9.76215589e-21	-9.75390047e-20	-5.81254260e-21	-1.00445276e-19	9.46327334e-20
1233            	2.99367101e-02	1.49683550e-02	1.49683550e-02	8.67557602e-01	3.08600402e-01	5.58957200e-01	-1.25178399e-01	9.76299654e-21	-9.75357370e-20	-5.83396352e-21	-1.00452719e-19	9.46187552e-20
1234            	2.99340326e-02	1.49670163e-02	1.49670163e-02	8.67691183e-01	3.08654935e-01	5.59036248e-01	-1.25190657e-01	9.76381027e-21	-9.75331478e-20	-5.85754407e-21	-1.00461920e-19	9.46043758e-20
1235            	2.99316480e-02	1.49658240e-02	1.49658240e-02	8.67824325e-01	3.08709499e-01	5.59114826e-01	-1.25202663e-01	9.76456095e-21	-9.75299916e-20	-5.88081069e-21	-1.00470397e-19	9.45895862e-20
1236            	2.99288137e-02	1.49644068e-02	1.49644068e-02	8.67950387e-01	3.08763858e-01	5.59186528e-01	-1.25211335e-01	9.76538811e-21	-9.75274179e-20	-5.90631237e-21	-1.00480574e-19	9.45742617e-20
1237            	2.99259007e-02	1.49629503e-02	1.49629503e-02	8.68072082e-01	3.08818023e-01	5.59254060e-01	-1.25218018e-01	9.76615972e-21	-9.75253128e-20	-5.93315078e-21	-1.00491888e-19	9.45587374e-20
1238            	2.99234150e-02	1.49617075e-02	1.49617075e-02	8.68194141e-01	3.08871825e-01	5.59322316e-01	-1.25225245e-01	9.76685206e-21	-9.75231341e-20	-5.96006199e-21	-1.00503165e-19	9.45431031e-20
1239            	2.99205322e-02	1.49602661e-02	1.49602661e-02	8.68308051e-01	3.08925161e-01	5.59382890e-01	-1.25228865e-01	9.76761015e-21	-9.75216906e-20	-5.98959848e-21	-1.00516490e-19	9.45268914e-20
1240            	2.99178934e-02	1.49589467e-02	1.49589467e-02	8.68418520e-01	3.08978037e-01	5.59440484e-01	-1.25231224e-01	9.76827138e-21	-9.75203618e-20	-6.01935293e-21	-1.00530038e-19	9.45106853e-20
1241            	2.99151034e-02	1.49575517e-02	1.49575517e-02	8.68524466e-01	3.09030184e-01	5.59494281e-01	-1.25232049e-01	9.76898793e-21	-9.75189016e-20	-6.04978942e-21	-1.00543796e-19	9.44940069e-20
1242            	2.99125820e-02	1.49562910e-02	1.49562910e-02	8.68626810e-01	3.09081696e-01	5.59545114e-01	-1.25231709e-01	9.76960068e-21	-9.75180285e-20	-6.08123177e-21	-1.00558644e-19	9.44774126e-20
1243            	2.99097670e-02	1.49548835e-02	1.49548835e-02	8.68722324e-01	3.09132298e-01	5.59590025e-01	-1.25228864e-01	9.77026811e-21	-9.75172065e-20	-6.11362704e-21	-1.00574020e-19	9.44603930e-20
1244            	2.99073775e-02	1.49536887e-02	1.49536887e-02	8.68814771e-01	3.09182044e-01	5.59632727e-01	-1.25225341e-01	9.77082159e-21	-9.75166204e-20	-6.14606929e-21	-1.00589655e-19	9.44435857e-20
1245            	2.99046206e-02	1.49523103e-02	1.49523103e-02	8.68899899e-01	3.09230622e-01	5.59669278e-01	-1.25219328e-01	9.77144449e-21	-9.75158776e-20	-6.17909239e-21	-1.00605424e-19	9.44263314e-20
1246            	2.99019111e-02	1.49509556e-02	1.49509556e-02	8.68979918e-01	3.09278369e-01	5.59701549e-01	-1.25211590e-01	9.77201004e-21	-9.75151062e-20	-6.21212354e-21	-1.00621168e-19	9.44090445e-20
1247            	2.98995328e-02	1.49497664e-02	1.49497664e-02	8.69056132e-01	3.09324497e-01	5.59731634e-01	-1.25203568e-01	9.77250850e-21	-9.75141666e-20	-6.24430599e-21	-1.00636320e-19	9.43920136e-20
1248            	2.98968653e-02	1.49484326e-02	1.49484326e-02	8.69124433e-01	3.09369465e-01	5.59754968e-01	-1.25192752e-01	9.77302646e-21	-9.75141926e-20	-6.27882668e-21	-1.00653606e-19	9.43747793e-20
1249            	2.98944885e-02	1.49472442e-02	1.49472442e-02	8.69187830e-01	3.09413144e-01	5.59774686e-01	-1.25180771e-01	9.77345729e-21	-9.75139654e-20	-6.31230683e-21	-1.00670119e-19	9.43578120e-20
1250            	2.98919550e-02	1.49459775e-02	1.49459775e-02	8.69245626e-01	3.09455373e-01	5.59790253e-01	-1.25167440e-01	9.77393778e-21	-9.75133110e-20	-6.34548629e-21	-1.00686054e-19	9.43405678e-20
1251            	2.98895379e-02	1.49447690e-02	1.49447690e-02	8.69296893e-01	3.09495872e-01	5.59801022e-01	-1.25152575e-01	9.77433360e-21	-9.75129592e-20	-6.37857193e-21	-1.00702245e-19	9.43236732e-20
1252            	2.98870447e-02	1.49435224e-02	1.49435224e-02	8.69342623e-01	3.09535048e-01	5.59807575e-01	-1.25136263e-01	9.77474220e-21	-9.75126410e-20	-6.41190045e-21	-1.00718591e-19	9.43066908e-20
1253            	2.98848381e-02	1.49424190e-02	1.49424190e-02	8.69382975e-01	3.09572484e-01	5.59810492e-01	-1.25119004e-01	9.77506003e-21	-9.75125439e-20	-6.44469980e-21	-1.00734894e-19	9.42901940e-20
1254            	2.98825616e-02	1.49412808e-02	1.49412808e-02	8.69417227e-01	3.09608163e-01	5.59809064e-01	-1.25100451e-01	9.77538536e-21	-9.75128359e-20	-6.47813228e-21	-1.00751902e-19	9.42737697e-20
1255            	2.98805444e-02	1.49402722e-02	1.49402722e-02	8.69445722e-01	3.09641995e-01	5.59803728e-01	-1.25080866e-01	9.77563326e-21	-9.75130264e-20	-6.51056672e-21	-1.00768310e-19	9.42577431e-20
1256            	2.98784286e-02	1.49392143e-02	1.49392143e-02	8.69468052e-01	3.09674051e-01	5.59794001e-01	-1.25059975e-01	9.77590315e-21	-9.75131783e-20	-6.54285144e-21	-1.00784604e-19	9.42417525e-20
1257            	2.98766116e-02	1.49383058e-02	1.49383058e-02	8.69485056e-01	3.09704152e-01	5.59780904e-01	-1.25038376e-01	9.77608522e-21	-9.75134456e-20	-6.57429023e-21	-1.00800591e-19	9.42263005e-20
1258            	2.98746891e-02	1.49373445e-02	1.49373445e-02	8.69495938e-01	3.09732437e-01	5.59763501e-01	-1.25015532e-01	9.77627625e-21	-9.75139353e-20	-6.60593000e-21	-1.00816900e-19	9.42109703e-20
1259            	2.98730836e-02	1.49365418e-02	1.49365418e-02	8.69501510e-01	3.09758726e-01	5.59742784e-01	-1.24992029e-01	9.77638947e-21	-9.75142861e-20	-6.63619394e-21	-1.00832383e-19	9.41961892e-20
1260            	2.98713130e-02	1.49356565e-02	1.49356565e-02	8.69500796e-01	3.09783090e-01	5.59717706e-01	-1.24967308e-01	9.77652038e-21	-9.75145742e-20	-6.66608639e-21	-1.00847617e-19	9.41815310e-20
1261            	2.98698596e-02	1.49349298e-02	1.49349298e-02	8.69494636e-01	3.09805329e-01	5.59689308e-01	-1.24941989e-01	9.77656363e-21	-9.75149018e-20	-6.69478549e-21	-1.00862295e-19	9.41675090e-20
1262            	2.98683663e-02	1.49341831e-02	1.49341831e-02	8.69483250e-01	3.09825698e-01	5.59657552e-01	-1.24915927e-01	9.77660549e-21	-9.75154403e-20	-6.72334083e-21	-1.00877111e-19	9.41537699e-20
1263            	2.98672020e-02	1.49336010e-02	1.49336010e-02	8.69466422e-01	3.09843896e-01	5.59622526e-01	-1.24889315e-01	9.77657640e-21	-9.75158074e-20	-6.75030371e-21	-1.00890959e-19	9.41406556e-20
1264            	2.98659878e-02	1.49329939e-02	1.49329939e-02	8.69444536e-01	3.09860167e-01	5.59584369e-01	-1.24862101e-01	9.77655006e-21	-9.75161556e-20	-6.77674150e-21	-1.00904526e-19	9.41277848e-20
1265            	2.98649992e-02	1.49324996e-02	1.49324996e-02	8.69417119e-01	3.09874353e-01	5.59542765e-01	-1.24834206e-01	9.77646735e-21	-9.75161291e-20	-6.80126577e-21	-1.00916762e-19	9.41154962e-20
1266            	2.98639371e-02	1.49319686e-02	1.49319686e-02	8.69384804e-01	3.09886674e-01	5.59498130e-01	-1.24805728e-01	9.77638953e-21	-9.75159123e-20	-6.82488432e-21	-1.00928354e-19	9.41034702e-20
1267            	2.98631357e-02	1.49315678e-02	1.49315678e-02	8.69347087e-01	3.09896842e-01	5.59450246e-01	-1.24776702e-01	9.77624384e-21	-9.75155814e-20	-6.84687367e-21	-1.00939018e-19	9.40921445e-20
1268            	2.98622891e-02	1.49311445e-02	1.49311445e-02	8.69304995e-01	3.09905192e-01	5.59399803e-01	-1.24747305e-01	9.77609669e-21	-9.75150508e-20	-6.86781394e-21	-1.00948958e-19	9.40811438e-20
1269            	2.98617705e-02	1.49308852e-02	1.49308852e-02	8.69257798e-01	3.09911278e-01	5.59346520e-01	-1.24717621e-01	9.77587002e-21	-9.75148283e-20	-6.88765119e-21	-1.00958654e-19	9.40710027e-20
1270            	2.98612967e-02	1.49306484e-02	1.49306484e-02	8.69206938e-01	3.09915540e-01	5.59291398e-01	-1.24687929e-01	9.77563297e-21	-9.75144980e-20	-6.90645523e-21	-1.00967726e-19	9.40612704e-20
1271            	2.98610946e-02	1.49305473e-02	1.49305473e-02	8.69150892e-01	3.09917534e-01	5.59233358e-01	-1.24657912e-01	9.77533696e-21	-9.75141877e-20	-6.92379794e-21	-1.00976087e-19	9.40522888e-20
1272            	2.98609549e-02	1.49304774e-02	1.49304774e-02	8.69091730e-01	3.09917777e-01	5.59173953e-01	-1.24628088e-01	9.77502755e-21	-9.75137784e-20	-6.93997781e-21	-1.00983767e-19	9.40437895e-20
1273            	2.98609345e-02	1.49304672e-02	1.49304672e-02	8.69028194e-01	3.09916005e-01	5.59112189e-01	-1.24598092e-01	9.77468065e-21	-9.75133676e-20	-6.95496017e-21	-1.00990848e-19	9.40358875e-20
1274            	2.98613122e-02	1.49306561e-02	1.49306561e-02	8.68959941e-01	3.09911645e-01	5.59048296e-01	-1.24568326e-01	9.77427789e-21	-9.75129521e-20	-6.96800869e-21	-1.00996956e-19	9.40289477e-20
1275            	2.98616695e-02	1.49308348e-02	1.49308348e-02	8.68889274e-01	3.09905918e-01	5.58983356e-01	-1.24538719e-01	9.77386773e-21	-9.75121649e-20	-6.97985784e-21	-1.01002094e-19	9.40222359e-20
1276            	2.98620957e-02	1.49310478e-02	1.49310478e-02	8.68814710e-01	3.09898341e-01	5.58916369e-01	-1.24509014e-01	9.77344060e-21	-9.75113822e-20	-6.99030935e-21	-1.01006537e-19	9.40162275e-20
1277            	2.98630253e-02	1.49315127e-02	1.49315127e-02	8.68735971e-01	3.09888067e-01	5.58847904e-01	-1.24479919e-01	9.77295147e-21	-9.75107751e-20	-6.99892002e-21	-1.01010235e-19	9.40113151e-20
1278            	2.98639478e-02	1.49319739e-02	1.49319739e-02	8.68655873e-01	3.09876645e-01	5.58779228e-01	-1.24451291e-01	9.77244751e-21	-9.75097172e-20	-7.00633912e-21	-1.01012887e-19	9.40065477e-20
1279            	2.98649462e-02	1.49324731e-02	1.49324731e-02	8.68571395e-01	3.09863384e-01	5.58708011e-01	-1.24422314e-01	9.77192872e-21	-9.75085876e-20	-7.01208860e-21	-1.01014632e-19	9.40025433e-20
1280            	2.98662850e-02	1.49331425e-02	1.49331425e-02	8.68486242e-01	3.09848357e-01	5.58637884e-01	-1.24394763e-01	9.77136590e-21	-9.75076025e-20	-7.01638924e-21	-1.01015797e-19	9.39994079e-20
1281            	2.98676975e-02	1.49338487e-02	1.49338487e-02	8.68397455e-01	3.09831497e-01	5.58565958e-01	-1.24367230e-01	9.77078643e-21	-9.75063508e-20	-7.01913965e-21	-1.01015921e-19	9.39967810e-20
1282            	2.98693589e-02	1.49346794e-02	1.49346794e-02	8.68306498e-01	3.09812851e-01	5.58493646e-01	-1.24340398e-01	9.77017452e-21	-9.75047135e-20	-7.01986131e-21	-1.01014644e-19	9.39947828e-20
1283            	2.98712185e-02	1.49356092e-02	1.49356092e-02	8.68211624e-01	3.09792144e-01	5.58419480e-01	-1.24313668e-01	9.76953787e-21	-9.75030223e-20	-7.01881202e-21	-1.01012428e-19	9.39936163e-20
1284            	2.98732512e-02	1.49366256e-02	1.49366256e-02	8.68117385e-01	3.09770307e-01	5.58347078e-01	-1.24288385e-01	9.76887371e-21	-9.75010425e-20	-7.01599433e-21	-1.01009040e-19	9.39930454e-20
1285            	2.98753228e-02	1.49376614e-02	1.49376614e-02	8.68020236e-01	3.09746850e-01	5.58273387e-01	-1.24263269e-01	9.76821331e-21	-9.74988374e-20	-7.01148645e-21	-1.01004581e-19	9.39930941e-20
1286            	2.98778091e-02	1.49389045e-02	1.49389045e-02	8.67920269e-01	3.09721236e-01	5.58199033e-01	-1.24238898e-01	9.76749922e-21	-9.74964417e-20	-7.00478732e-21	-1.00998835e-19	9.39940481e-20
1287            	2.98803717e-02	1.49401858e-02	1.49401858e-02	8.67821787e-01	3.09694871e-01	5.58126916e-01	-1.24216023e-01	9.76675889e-21	-9.74936037e-20	-6.99650534e-21	-1.00991856e-19	9.39953511e-20
1288            	2.98829238e-02	1.49414619e-02	1.49414619e-02	8.67719839e-01	3.09666911e-01	5.58052928e-01	-1.24193008e-01	9.76602355e-21	-9.74906767e-20	-6.98670382e-21	-1.00984029e-19	9.39973248e-20
1289            	2.98859525e-02	1.49429762e-02	1.49429762e-02	8.67619889e-01	3.09637754e-01	5.57982135e-01	-1.24172190e-01	9.76523693e-21	-9.74875509e-20	-6.97471230e-21	-1.00974907e-19	9.40001948e-20
1290            	2.98889478e-02	1.49444739e-02	1.49444739e-02	8.67517680e-01	3.09607215e-01	5.57910465e-01	-1.24151625e-01	9.76446241e-21	-9.74841666e-20	-6.96132143e-21	-1.00964827e-19	9.40035059e-20
1291            	2.98922860e-02	1.49461430e-02	1.49461430e-02	8.67415752e-01	3.09575362e-01	5.57840389e-01	-1.24132514e-01	9.76364165e-21	-9.74805722e-20	-6.94612013e-21	-1.00953632e-19	9.40075121e-20
1292            	2.98957168e-02	1.49478584e-02	1.49478584e-02	8.67313236e-01	3.09542335e-01	5.57770901e-01	-1.24114283e-01	9.76281148e-21	-9.74767763e-20	-6.92933467e-21	-1.00941444e-19	9.40121090e-20
1293            	2.98993427e-02	1.49496714e-02	1.49496714e-02	8.67210853e-01	3.09508101e-01	5.57702752e-01	-1.24097326e-01	9.76196005e-21	-9.74728075e-20	-6.91091691e-21	-1.00928266e-19	9.40173490e-20
1294            	2.99031605e-02	1.49515803e-02	1.49515803e-02	8.67109090e-01	3.09472898e-01	5.57636192e-01	-1.24081647e-01	9.76109159e-21	-9.74685376e-20	-6.89068344e-21	-1.00913879e-19	9.40231959e-20
1295            	2.99071178e-02	1.49535589e-02	1.49535589e-02	8.67007666e-01	3.09436667e-01	5.57570998e-01	-1.24067165e-01	9.76021433e-21	-9.74639487e-20	-6.86869373e-21	-1.00898296e-19	9.40296018e-20
1296            	2.99112539e-02	1.49556269e-02	1.49556269e-02	8.66907159e-01	3.09399558e-01	5.57507601e-01	-1.24054022e-01	9.75932153e-21	-9.74591246e-20	-6.84506419e-21	-1.00881657e-19	9.40365925e-20
1297            	2.99155163e-02	1.49577582e-02	1.49577582e-02	8.66807625e-01	3.09361681e-01	5.57445945e-01	-1.24042132e-01	9.75841947e-21	-9.74540037e-20	-6.81977757e-21	-1.00863893e-19	9.40441150e-20
1298            	2.99199435e-02	1.49599717e-02	1.49599717e-02	8.66709299e-01	3.09323039e-01	5.57386260e-01	-1.24031611e-01	9.75750648e-21	-9.74486842e-20	-6.79296682e-21	-1.00845168e-19	9.40522008e-20
1299            	2.99245226e-02	1.49622613e-02	1.49622613e-02	8.66612398e-01	3.09283729e-01	5.57328669e-01	-1.24022470e-01	9.75658324e-21	-9.74431317e-20	-6.76461141e-21	-1.00825437e-19	9.40608260e-20
1300            	2.99292593e-02	1.49646297e-02	1.49646297e-02	8.66517232e-01	3.09243837e-01	5.57273395e-01	-1.24014779e-01	9.75565100e-21	-9.74374434e-20	-6.73489234e-21	-1.00804890e-19	9.40699972e-20
1301            	2.99341767e-02	1.49670883e-02	1.49670883e-02	8.66424256e-01	3.09203493e-01	5.57220763e-01	-1.24008635e-01	9.75471131e-21	-9.74316165e-20	-6.70382810e-21	-1.00783531e-19	9.40797024e-20
1302            	2.99392154e-02	1.49696077e-02	1.49696077e-02	8.66333419e-01	3.09162760e-01	5.57170659e-01	-1.24003950e-01	9.75376907e-21	-9.74255195e-20	-6.67129932e-21	-1.00761169e-19	9.40898699e-20
1303            	2.99444071e-02	1.49722036e-02	1.49722036e-02	8.66244863e-01	3.09121607e-01	5.57123256e-01	-1.24000824e-01	9.75282436e-21	-9.74191480e-20	-6.63732789e-21	-1.00737812e-19	9.41004840e-20
1304            	2.99497326e-02	1.49748663e-02	1.49748663e-02	8.66159068e-01	3.09080291e-01	5.57078777e-01	-1.23999243e-01	9.75187846e-21	-9.74124443e-20	-6.60185638e-21	-1.00713372e-19	9.41115161e-20
1305            	2.99551401e-02	1.49775700e-02	1.49775700e-02	8.66075848e-01	3.09038805e-01	5.57037043e-01	-1.23999119e-01	9.75093727e-21	-9.74054973e-20	-6.56511044e-21	-1.00688053e-19	9.41229421e-20
1306            	2.99606257e-02	1.49803129e-02	1.49803129e-02	8.65995343e-01	3.08997229e-01	5.56998114e-01	-1.24000443e-01	9.75000187e-21	-9.73983047e-20	-6.52711562e-21	-1.00661863e-19	9.41347469e-20
1307            	2.99661758e-02	1.49830879e-02	1.49830879e-02	8.65917829e-01	3.08955657e-01	5.56962172e-01	-1.24003257e-01	9.74907401e-21	-9.73907652e-20	-6.48777151e-21	-1.00634651e-19	9.41468795e-20
1308            	2.99718741e-02	1.49859371e-02	1.49859371e-02	8.65844261e-01	3.08914283e-01	5.56929978e-01	-1.24007847e-01	9.74814845e-21	-9.73830243e-20	-6.44732271e-21	-1.00606686e-19	9.41593630e-20
1309            	2.99775600e-02	1.49887800e-02	1.49887800e-02	8.65772767e-01	3.08873013e-01	5.56899754e-01	-1.24013370e-01	9.74722478e-21	-9.73750168e-20	-6.40612448e-21	-1.00578079e-19	9.41719545e-20
1310            	2.99835149e-02	1.49917574e-02	1.49917574e-02	8.65707520e-01	3.08832237e-01	5.56875283e-01	-1.24021523e-01	9.74631077e-21	-9.73667411e-20	-6.36311889e-21	-1.00548301e-19	9.41851817e-20
1311            	2.99891034e-02	1.49945517e-02	1.49945517e-02	8.65643175e-01	3.08791735e-01	5.56851440e-01	-1.24029852e-01	9.74543213e-21	-9.73585146e-20	-6.32048908e-21	-1.00518759e-19	9.41982701e-20
1312            	2.99953393e-02	1.49976697e-02	1.49976697e-02	8.65586686e-01	3.08751867e-01	5.56834819e-01	-1.24041476e-01	9.74452140e-21	-9.73500704e-20	-6.27577945e-21	-1.00487960e-19	9.42121806e-20
1313            	3.00013863e-02	1.50006931e-02	1.50006931e-02	8.65533185e-01	3.08712594e-01	5.56820590e-01	-1.24053998e-01	9.74365796e-21	-9.73416073e-20	-6.23119051e-21	-1.00457203e-19	9.42260120e-20
1314            	3.00075369e-02	1.50037685e-02	1.50037685e-02	8.65483425e-01	3.08673771e-01	5.56809653e-01	-1.24067941e-01	9.74277942e-21	-9.73326653e-20	-6.18578909e-21	-1.00425560e-19	9.42397707e-20
1315            	3.00140320e-02	1.50070160e-02	1.50070160e-02	8.65441874e-01	3.08636043e-01	5.56805831e-01	-1.24084894e-01	9.74190839e-21	-9.73232904e-20	-6.13859449e-21	-1.00392588e-19	9.42539931e-20
1316            	3.00199914e-02	1.50099957e-02	1.50099957e-02	8.65401562e-01	3.08598966e-01	5.56802597e-01	-1.24101816e-01	9.74109696e-21	-9.73137402e-20	-6.09192206e-21	-1.00359701e-19	9.42677792e-20
1317            	3.00266440e-02	1.50133220e-02	1.50133220e-02	8.65369932e-01	3.08562918e-01	5.56807014e-01	-1.24122048e-01	9.74025744e-21	-9.73039457e-20	-6.04325817e-21	-1.00325575e-19	9.42823167e-20
1318            	3.00328284e-02	1.50164142e-02	1.50164142e-02	8.65340499e-01	3.08527858e-01	5.56812642e-01	-1.24142392e-01	9.73947165e-21	-9.72936829e-20	-5.99502626e-21	-1.00291196e-19	9.42961698e-20
1319            	3.00393997e-02	1.50196999e-02	1.50196999e-02	8.65318524e-01	3.08493918e-01	5.56824606e-01	-1.24165344e-01	9.73869446e-21	-9.72830749e-20	-5.94499427e-21	-1.00255572e-19	9.43105778e-20
1320            	3.00455788e-02	1.50227894e-02	1.50227894e-02	8.65299893e-01	3.08461201e-01	5.56838692e-01	-1.24188745e-01	9.73794893e-21	-9.72721146e-20	-5.89549436e-21	-1.00219862e-19	9.43243674e-20
1321            	3.00521908e-02	1.50260954e-02	1.50260954e-02	8.65288957e-01	3.08429766e-01	5.56859191e-01	-1.24214712e-01	9.73721356e-21	-9.72609236e-20	-5.84443415e-21	-1.00183141e-19	9.43387065e-20
1322            	3.00583929e-02	1.50291965e-02	1.50291965e-02	8.65281344e-01	3.08399667e-01	5.56881678e-01	-1.24241005e-01	9.73653362e-21	-9.72497256e-20	-5.79407742e-21	-1.00146764e-19	9.43526869e-20
1323            	3.00647360e-02	1.50323680e-02	1.50323680e-02	8.65279008e-01	3.08370765e-01	5.56908243e-01	-1.24268739e-01	9.73582902e-21	-9.72383183e-20	-5.74382743e-21	-1.00110232e-19	9.43664046e-20
1324            	3.00713322e-02	1.50356661e-02	1.50356661e-02	8.65284638e-01	3.08343328e-01	5.56941310e-01	-1.24298991e-01	9.73514137e-21	-9.72266902e-20	-5.69256457e-21	-1.00072972e-19	9.43804079e-20
1325            	3.00773156e-02	1.50386578e-02	1.50386578e-02	8.65292336e-01	3.08317141e-01	5.56975195e-01	-1.24329027e-01	9.73450956e-21	-9.72149402e-20	-5.64239886e-21	-1.00036140e-19	9.43937408e-20
1326            	3.00838826e-02	1.50419413e-02	1.50419413e-02	8.65308497e-01	3.08292535e-01	5.57015962e-01	-1.24361714e-01	9.73388236e-21	-9.72029799e-20	-5.59074273e-21	-9.99983513e-20	9.44076086e-20
1327            	3.00899660e-02	1.50449830e-02	1.50449830e-02	8.65328014e-01	3.08269515e-01	5.57058499e-01	-1.24394492e-01	9.73327956e-21	-9.71909052e-20	-5.54052182e-21	-9.99611661e-20	9.44206443e-20
1328            	3.00963393e-02	1.50481696e-02	1.50481696e-02	8.65354606e-01	3.08248020e-01	5.57106587e-01	-1.24429283e-01	9.73271102e-21	-9.71789314e-20	-5.48967118e-21	-9.99237670e-20	9.44340958e-20
1329            	3.01023407e-02	1.50511703e-02	1.50511703e-02	8.65385049e-01	3.08228021e-01	5.57157028e-01	-1.24464503e-01	9.73215285e-21	-9.71668578e-20	-5.44009362e-21	-9.98869046e-20	9.44468109e-20
1330            	3.01087061e-02	1.50543530e-02	1.50543530e-02	8.65422590e-01	3.08209514e-01	5.57213075e-01	-1.24501781e-01	9.73161346e-21	-9.71552184e-20	-5.39042573e-21	-9.98504313e-20	9.44600055e-20
1331            	3.01146146e-02	1.50573073e-02	1.50573073e-02	8.65464068e-01	3.08192770e-01	5.57271299e-01	-1.24539264e-01	9.73110183e-21	-9.71430607e-20	-5.34165351e-21	-9.98138874e-20	9.44722339e-20
1332            	3.01208044e-02	1.50604022e-02	1.50604022e-02	8.65512334e-01	3.08177681e-01	5.57334653e-01	-1.24578486e-01	9.73064097e-21	-9.71307758e-20	-5.29204144e-21	-9.97767965e-20	9.44847551e-20
1333            	3.01266449e-02	1.50633225e-02	1.50633225e-02	8.65564820e-01	3.08164354e-01	5.57400466e-01	-1.24618056e-01	9.73018752e-21	-9.71182921e-20	-5.24380382e-21	-9.97401940e-20	9.44963902e-20
1334            	3.01327332e-02	1.50663666e-02	1.50663666e-02	8.65624005e-01	3.08152724e-01	5.57471281e-01	-1.24659278e-01	9.72977234e-21	-9.71061065e-20	-5.19554294e-21	-9.97038780e-20	9.45083350e-20
1335            	3.01383951e-02	1.50691976e-02	1.50691976e-02	8.65687220e-01	3.08142992e-01	5.57544228e-01	-1.24700618e-01	9.72938041e-21	-9.70932300e-20	-5.14799671e-21	-9.96672284e-20	9.45192317e-20
