# Region type : patch farfield
# Faces         : 1280
# Area          : 4.29356266e-01
# Scale factor  : 1.00000000e+00
# Time          	areaAverage(p)	areaAverage(T)	areaAverage(U)
2130            	3.85452517e+04	2.88168496e+02	(2.49516489e+02 -7.54074625e-16 1.16535967e+01)
2131            	3.85452197e+04	2.88168430e+02	(2.49516272e+02 -7.54073664e-16 1.16535301e+01)
2132            	3.85451835e+04	2.88168366e+02	(2.49516029e+02 -7.54072618e-16 1.16534626e+01)
2133            	3.85451429e+04	2.88168304e+02	(2.49515759e+02 -7.54071593e-16 1.16533944e+01)
2134            	3.85450982e+04	2.88168244e+02	(2.49515465e+02 -7.54070546e-16 1.16533259e+01)
2135            	3.85450495e+04	2.88168187e+02	(2.49515145e+02 -7.54069609e-16 1.16532572e+01)
2136            	3.85449968e+04	2.88168133e+02	(2.49514800e+02 -7.54068508e-16 1.16531882e+01)
2137            	3.85449405e+04	2.88168082e+02	(2.49514433e+02 -7.54067556e-16 1.16531195e+01)
2138            	3.85448804e+04	2.88168033e+02	(2.49514043e+02 -7.54066513e-16 1.16530513e+01)
2139            	3.85448168e+04	2.88167988e+02	(2.49513631e+02 -7.54065607e-16 1.16529835e+01)
2140            	3.85447497e+04	2.88167946e+02	(2.49513195e+02 -7.54064608e-16 1.16529164e+01)
2141            	3.85446794e+04	2.88167907e+02	(2.49512741e+02 -7.54063820e-16 1.16528505e+01)
2142            	3.85446060e+04	2.88167872e+02	(2.49512266e+02 -7.54062953e-16 1.16527859e+01)
2143            	3.85445295e+04	2.88167840e+02	(2.49511771e+02 -7.54062221e-16 1.16527227e+01)
2144            	3.85444501e+04	2.88167812e+02	(2.49511259e+02 -7.54061449e-16 1.16526613e+01)
2145            	3.85443681e+04	2.88167788e+02	(2.49510730e+02 -7.54060789e-16 1.16526019e+01)
2146            	3.85442836e+04	2.88167768e+02	(2.49510185e+02 -7.54059990e-16 1.16525445e+01)
2147            	3.85441966e+04	2.88167752e+02	(2.49509623e+02 -7.54059313e-16 1.16524891e+01)
2148            	3.85441076e+04	2.88167740e+02	(2.49509050e+02 -7.54058584e-16 1.16524364e+01)
2149            	3.85440165e+04	2.88167732e+02	(2.49508461e+02 -7.54058018e-16 1.16523857e+01)
2150            	3.85439235e+04	2.88167729e+02	(2.49507862e+02 -7.54057361e-16 1.16523377e+01)
2151            	3.85438289e+04	2.88167729e+02	(2.49507253e+02 -7.54056865e-16 1.16522921e+01)
2152            	3.85437329e+04	2.88167733e+02	(2.49506634e+02 -7.54056270e-16 1.16522494e+01)
2153            	3.85436354e+04	2.88167742e+02	(2.49506008e+02 -7.54055947e-16 1.16522094e+01)
2154            	3.85435369e+04	2.88167755e+02	(2.49505374e+02 -7.54055541e-16 1.16521722e+01)
2155            	3.85434375e+04	2.88167772e+02	(2.49504734e+02 -7.54055294e-16 1.16521377e+01)
2156            	3.85433374e+04	2.88167793e+02	(2.49504090e+02 -7.54054788e-16 1.16521063e+01)
2157            	3.85432367e+04	2.88167818e+02	(2.49503444e+02 -7.54054558e-16 1.16520777e+01)
2158            	3.85431358e+04	2.88167846e+02	(2.49502795e+02 -7.54054130e-16 1.16520521e+01)
2159            	3.85430346e+04	2.88167878e+02	(2.49502145e+02 -7.54053946e-16 1.16520295e+01)
2160            	3.85429335e+04	2.88167914e+02	(2.49501497e+02 -7.54053464e-16 1.16520099e+01)
2161            	3.85428327e+04	2.88167953e+02	(2.49500850e+02 -7.54053152e-16 1.16519933e+01)
2162            	3.85427322e+04	2.88167996e+02	(2.49500206e+02 -7.54052608e-16 1.16519801e+01)
2163            	3.85426323e+04	2.88168042e+02	(2.49499568e+02 -7.54052289e-16 1.16519701e+01)
2164            	3.85425332e+04	2.88168090e+02	(2.49498936e+02 -7.54051754e-16 1.16519636e+01)
2165            	3.85424350e+04	2.88168142e+02	(2.49498309e+02 -7.54051402e-16 1.16519603e+01)
2166            	3.85423379e+04	2.88168196e+02	(2.49497690e+02 -7.54050966e-16 1.16519604e+01)
2167            	3.85422422e+04	2.88168253e+02	(2.49497080e+02 -7.54050833e-16 1.16519640e+01)
2168            	3.85421479e+04	2.88168312e+02	(2.49496480e+02 -7.54050513e-16 1.16519710e+01)
2169            	3.85420552e+04	2.88168373e+02	(2.49495891e+02 -7.54050204e-16 1.16519815e+01)
2170            	3.85419644e+04	2.88168436e+02	(2.49495316e+02 -7.54049625e-16 1.16519956e+01)
2171            	3.85418755e+04	2.88168501e+02	(2.49494752e+02 -7.54049248e-16 1.16520129e+01)
2172            	3.85417887e+04	2.88168567e+02	(2.49494202e+02 -7.54048643e-16 1.16520336e+01)
2173            	3.85417042e+04	2.88168634e+02	(2.49493667e+02 -7.54048383e-16 1.16520572e+01)
2174            	3.85416221e+04	2.88168703e+02	(2.49493147e+02 -7.54048128e-16 1.16520837e+01)
2175            	3.85415425e+04	2.88168772e+02	(2.49492644e+02 -7.54048266e-16 1.16521130e+01)
2176            	3.85414656e+04	2.88168843e+02	(2.49492160e+02 -7.54048063e-16 1.16521455e+01)
2177            	3.85413915e+04	2.88168915e+02	(2.49491692e+02 -7.54048068e-16 1.16521808e+01)
2178            	3.85413203e+04	2.88168987e+02	(2.49491242e+02 -7.54047758e-16 1.16522189e+01)
2179            	3.85412522e+04	2.88169060e+02	(2.49490812e+02 -7.54047787e-16 1.16522596e+01)
2180            	3.85411874e+04	2.88169134e+02	(2.49490402e+02 -7.54047722e-16 1.16523028e+01)
2181            	3.85411258e+04	2.88169209e+02	(2.49490014e+02 -7.54047931e-16 1.16523485e+01)
2182            	3.85410677e+04	2.88169284e+02	(2.49489649e+02 -7.54047823e-16 1.16523968e+01)
2183            	3.85410131e+04	2.88169359e+02	(2.49489305e+02 -7.54047789e-16 1.16524475e+01)
2184            	3.85409620e+04	2.88169435e+02	(2.49488984e+02 -7.54047537e-16 1.16525005e+01)
2185            	3.85409147e+04	2.88169511e+02	(2.49488687e+02 -7.54047634e-16 1.16525555e+01)
2186            	3.85408710e+04	2.88169587e+02	(2.49488416e+02 -7.54047563e-16 1.16526126e+01)
2187            	3.85408311e+04	2.88169663e+02	(2.49488169e+02 -7.54047787e-16 1.16526717e+01)
2188            	3.85407952e+04	2.88169738e+02	(2.49487946e+02 -7.54047733e-16 1.16527326e+01)
2189            	3.85407632e+04	2.88169814e+02	(2.49487750e+02 -7.54047840e-16 1.16527953e+01)
2190            	3.85407352e+04	2.88169888e+02	(2.49487579e+02 -7.54047704e-16 1.16528599e+01)
2191            	3.85407109e+04	2.88169963e+02	(2.49487435e+02 -7.54047818e-16 1.16529263e+01)
2192            	3.85406908e+04	2.88170036e+02	(2.49487316e+02 -7.54047811e-16 1.16529946e+01)
2193            	3.85406746e+04	2.88170109e+02	(2.49487222e+02 -7.54048055e-16 1.16530642e+01)
2194            	3.85406626e+04	2.88170181e+02	(2.49487155e+02 -7.54048124e-16 1.16531352e+01)
2195            	3.85406545e+04	2.88170251e+02	(2.49487114e+02 -7.54048471e-16 1.16532074e+01)
2196            	3.85406505e+04	2.88170319e+02	(2.49487098e+02 -7.54048572e-16 1.16532810e+01)
2197            	3.85406505e+04	2.88170386e+02	(2.49487108e+02 -7.54048884e-16 1.16533559e+01)
2198            	3.85406544e+04	2.88170450e+02	(2.49487143e+02 -7.54049003e-16 1.16534322e+01)
2199            	3.85406623e+04	2.88170513e+02	(2.49487203e+02 -7.54049492e-16 1.16535100e+01)
2200            	3.85406741e+04	2.88170572e+02	(2.49487289e+02 -7.54049851e-16 1.16535889e+01)
2201            	3.85406899e+04	2.88170630e+02	(2.49487399e+02 -7.54050399e-16 1.16536689e+01)
2202            	3.85407096e+04	2.88170684e+02	(2.49487534e+02 -7.54050755e-16 1.16537500e+01)
2203            	3.85407331e+04	2.88170737e+02	(2.49487693e+02 -7.54051277e-16 1.16538321e+01)
2204            	3.85407606e+04	2.88170786e+02	(2.49487877e+02 -7.54051653e-16 1.16539151e+01)
2205            	3.85407917e+04	2.88170833e+02	(2.49488084e+02 -7.54052160e-16 1.16539990e+01)
2206            	3.85408264e+04	2.88170878e+02	(2.49488313e+02 -7.54052495e-16 1.16540839e+01)
2207            	3.85408647e+04	2.88170920e+02	(2.49488566e+02 -7.54053048e-16 1.16541697e+01)
2208            	3.85409066e+04	2.88170959e+02	(2.49488843e+02 -7.54053483e-16 1.16542561e+01)
2209            	3.85409518e+04	2.88170997e+02	(2.49489141e+02 -7.54054073e-16 1.16543432e+01)
2210            	3.85410002e+04	2.88171031e+02	(2.49489459e+02 -7.54054512e-16 1.16544310e+01)
2211            	3.85410519e+04	2.88171063e+02	(2.49489800e+02 -7.54055182e-16 1.16545196e+01)
2212            	3.85411067e+04	2.88171092e+02	(2.49490158e+02 -7.54055660e-16 1.16546085e+01)
2213            	3.85411643e+04	2.88171118e+02	(2.49490536e+02 -7.54056337e-16 1.16546980e+01)
2214            	3.85412247e+04	2.88171140e+02	(2.49490932e+02 -7.54056873e-16 1.16547881e+01)
2215            	3.85412878e+04	2.88171159e+02	(2.49491346e+02 -7.54057596e-16 1.16548786e+01)
2216            	3.85413536e+04	2.88171175e+02	(2.49491777e+02 -7.54058194e-16 1.16549691e+01)
2217            	3.85414219e+04	2.88171188e+02	(2.49492223e+02 -7.54058930e-16 1.16550597e+01)
2218            	3.85414924e+04	2.88171197e+02	(2.49492683e+02 -7.54059494e-16 1.16551502e+01)
2219            	3.85415651e+04	2.88171204e+02	(2.49493157e+02 -7.54060169e-16 1.16552404e+01)
2220            	3.85416396e+04	2.88171207e+02	(2.49493644e+02 -7.54060691e-16 1.16553302e+01)
2221            	3.85417160e+04	2.88171207e+02	(2.49494143e+02 -7.54061361e-16 1.16554192e+01)
2222            	3.85417940e+04	2.88171205e+02	(2.49494652e+02 -7.54061915e-16 1.16555073e+01)
2223            	3.85418736e+04	2.88171199e+02	(2.49495173e+02 -7.54062670e-16 1.16555945e+01)
2224            	3.85419545e+04	2.88171191e+02	(2.49495701e+02 -7.54063272e-16 1.16556806e+01)
2225            	3.85420366e+04	2.88171179e+02	(2.49496236e+02 -7.54064041e-16 1.16557656e+01)
2226            	3.85421197e+04	2.88171165e+02	(2.49496776e+02 -7.54064695e-16 1.16558490e+01)
2227            	3.85422037e+04	2.88171148e+02	(2.49497322e+02 -7.54065457e-16 1.16559309e+01)
2228            	3.85422884e+04	2.88171128e+02	(2.49497871e+02 -7.54066067e-16 1.16560110e+01)
2229            	3.85423735e+04	2.88171106e+02	(2.49498423e+02 -7.54066836e-16 1.16560891e+01)
2230            	3.85424591e+04	2.88171080e+02	(2.49498977e+02 -7.54067445e-16 1.16561653e+01)
2231            	3.85425448e+04	2.88171053e+02	(2.49499532e+02 -7.54068188e-16 1.16562394e+01)
2232            	3.85426306e+04	2.88171023e+02	(2.49500087e+02 -7.54068865e-16 1.16563112e+01)
2233            	3.85427164e+04	2.88170992e+02	(2.49500641e+02 -7.54069683e-16 1.16563807e+01)
2234            	3.85428020e+04	2.88170958e+02	(2.49501192e+02 -7.54070412e-16 1.16564478e+01)
2235            	3.85428872e+04	2.88170921e+02	(2.49501741e+02 -7.54071220e-16 1.16565125e+01)
2236            	3.85429719e+04	2.88170883e+02	(2.49502285e+02 -7.54071898e-16 1.16565746e+01)
2237            	3.85430559e+04	2.88170843e+02	(2.49502824e+02 -7.54072699e-16 1.16566341e+01)
2238            	3.85431391e+04	2.88170801e+02	(2.49503358e+02 -7.54073384e-16 1.16566909e+01)
2239            	3.85432213e+04	2.88170757e+02	(2.49503885e+02 -7.54074139e-16 1.16567450e+01)
2240            	3.85433024e+04	2.88170712e+02	(2.49504404e+02 -7.54074833e-16 1.16567963e+01)
2241            	3.85433823e+04	2.88170664e+02	(2.49504915e+02 -7.54075622e-16 1.16568448e+01)
2242            	3.85434609e+04	2.88170615e+02	(2.49505414e+02 -7.54076241e-16 1.16568902e+01)
2243            	3.85435377e+04	2.88170565e+02	(2.49505906e+02 -7.54076951e-16 1.16569326e+01)
2244            	3.85436129e+04	2.88170513e+02	(2.49506387e+02 -7.54077550e-16 1.16569719e+01)
2245            	3.85436862e+04	2.88170459e+02	(2.49506856e+02 -7.54078189e-16 1.16570082e+01)
2246            	3.85437577e+04	2.88170404e+02	(2.49507311e+02 -7.54078592e-16 1.16570414e+01)
2247            	3.85438270e+04	2.88170348e+02	(2.49507753e+02 -7.54079035e-16 1.16570714e+01)
2248            	3.85438941e+04	2.88170290e+02	(2.49508180e+02 -7.54079348e-16 1.16570982e+01)
2249            	3.85439589e+04	2.88170232e+02	(2.49508594e+02 -7.54079672e-16 1.16571216e+01)
2250            	3.85440212e+04	2.88170173e+02	(2.49508992e+02 -7.54079855e-16 1.16571418e+01)
2251            	3.85440810e+04	2.88170113e+02	(2.49509373e+02 -7.54080291e-16 1.16571586e+01)
2252            	3.85441383e+04	2.88170053e+02	(2.49509735e+02 -7.54080608e-16 1.16571721e+01)
2253            	3.85441929e+04	2.88169991e+02	(2.49510082e+02 -7.54080957e-16 1.16571820e+01)
2254            	3.85442447e+04	2.88169929e+02	(2.49510410e+02 -7.54081230e-16 1.16571885e+01)
2255            	3.85442938e+04	2.88169867e+02	(2.49510717e+02 -7.54081654e-16 1.16571914e+01)
2256            	3.85443398e+04	2.88169804e+02	(2.49511007e+02 -7.54081900e-16 1.16571909e+01)
2257            	3.85443828e+04	2.88169742e+02	(2.49511278e+02 -7.54082151e-16 1.16571873e+01)
2258            	3.85444228e+04	2.88169679e+02	(2.49511527e+02 -7.54082259e-16 1.16571807e+01)
2259            	3.85444598e+04	2.88169617e+02	(2.49511755e+02 -7.54082452e-16 1.16571711e+01)
2260            	3.85444935e+04	2.88169554e+02	(2.49511963e+02 -7.54082500e-16 1.16571587e+01)
2261            	3.85445240e+04	2.88169492e+02	(2.49512150e+02 -7.54082656e-16 1.16571439e+01)
2262            	3.85445513e+04	2.88169430e+02	(2.49512315e+02 -7.54082729e-16 1.16571268e+01)
2263            	3.85445755e+04	2.88169368e+02	(2.49512457e+02 -7.54082820e-16 1.16571072e+01)
2264            	3.85445962e+04	2.88169306e+02	(2.49512580e+02 -7.54082653e-16 1.16570852e+01)
2265            	3.85446135e+04	2.88169245e+02	(2.49512680e+02 -7.54082469e-16 1.16570613e+01)
2266            	3.85446275e+04	2.88169185e+02	(2.49512759e+02 -7.54082097e-16 1.16570355e+01)
2267            	3.85446379e+04	2.88169125e+02	(2.49512815e+02 -7.54081813e-16 1.16570081e+01)
2268            	3.85446452e+04	2.88169065e+02	(2.49512850e+02 -7.54081451e-16 1.16569790e+01)
2269            	3.85446489e+04	2.88169007e+02	(2.49512862e+02 -7.54081141e-16 1.16569481e+01)
2270            	3.85446491e+04	2.88168949e+02	(2.49512853e+02 -7.54080693e-16 1.16569158e+01)
2271            	3.85446458e+04	2.88168892e+02	(2.49512823e+02 -7.54080311e-16 1.16568823e+01)
2272            	3.85446392e+04	2.88168837e+02	(2.49512770e+02 -7.54079792e-16 1.16568474e+01)
2273            	3.85446292e+04	2.88168782e+02	(2.49512696e+02 -7.54079370e-16 1.16568107e+01)
2274            	3.85446159e+04	2.88168729e+02	(2.49512601e+02 -7.54078844e-16 1.16567727e+01)
2275            	3.85445992e+04	2.88168678e+02	(2.49512485e+02 -7.54078396e-16 1.16567336e+01)
2276            	3.85445793e+04	2.88168628e+02	(2.49512348e+02 -7.54077773e-16 1.16566935e+01)
2277            	3.85445562e+04	2.88168579e+02	(2.49512191e+02 -7.54077197e-16 1.16566526e+01)
2278            	3.85445299e+04	2.88168532e+02	(2.49512014e+02 -7.54076471e-16 1.16566111e+01)
2279            	3.85445006e+04	2.88168488e+02	(2.49511819e+02 -7.54075839e-16 1.16565693e+01)
2280            	3.85444683e+04	2.88168445e+02	(2.49511604e+02 -7.54075095e-16 1.16565269e+01)
2281            	3.85444331e+04	2.88168404e+02	(2.49511371e+02 -7.54074469e-16 1.16564840e+01)
2282            	3.85443950e+04	2.88168364e+02	(2.49511118e+02 -7.54073711e-16 1.16564408e+01)
2283            	3.85443542e+04	2.88168327e+02	(2.49510850e+02 -7.54073092e-16 1.16563980e+01)
2284            	3.85443107e+04	2.88168292e+02	(2.49510565e+02 -7.54072343e-16 1.16563552e+01)
2285            	3.85442645e+04	2.88168259e+02	(2.49510261e+02 -7.54071739e-16 1.16563128e+01)
2286            	3.85442159e+04	2.88168229e+02	(2.49509944e+02 -7.54071003e-16 1.16562712e+01)
2287            	3.85441650e+04	2.88168201e+02	(2.49509612e+02 -7.54070439e-16 1.16562303e+01)
2288            	3.85441117e+04	2.88168176e+02	(2.49509263e+02 -7.54069726e-16 1.16561901e+01)
2289            	3.85440563e+04	2.88168153e+02	(2.49508903e+02 -7.54069184e-16 1.16561511e+01)
2290            	3.85439988e+04	2.88168133e+02	(2.49508529e+02 -7.54068524e-16 1.16561134e+01)
2291            	3.85439394e+04	2.88168117e+02	(2.49508144e+02 -7.54068014e-16 1.16560768e+01)
2292            	3.85438781e+04	2.88168103e+02	(2.49507745e+02 -7.54067316e-16 1.16560414e+01)
2293            	3.85438150e+04	2.88168091e+02	(2.49507337e+02 -7.54066837e-16 1.16560076e+01)
2294            	3.85437504e+04	2.88168083e+02	(2.49506920e+02 -7.54066206e-16 1.16559754e+01)
2295            	3.85436842e+04	2.88168078e+02	(2.49506493e+02 -7.54065752e-16 1.16559449e+01)
2296            	3.85436168e+04	2.88168075e+02	(2.49506057e+02 -7.54065146e-16 1.16559162e+01)
2297            	3.85435481e+04	2.88168075e+02	(2.49505614e+02 -7.54064697e-16 1.16558892e+01)
2298            	3.85434784e+04	2.88168078e+02	(2.49505165e+02 -7.54064016e-16 1.16558644e+01)
2299            	3.85434076e+04	2.88168084e+02	(2.49504710e+02 -7.54063533e-16 1.16558415e+01)
2300            	3.85433361e+04	2.88168093e+02	(2.49504249e+02 -7.54062890e-16 1.16558206e+01)
2301            	3.85432638e+04	2.88168105e+02	(2.49503785e+02 -7.54062508e-16 1.16558018e+01)
2302            	3.85431911e+04	2.88168119e+02	(2.49503320e+02 -7.54062016e-16 1.16557852e+01)
2303            	3.85431180e+04	2.88168136e+02	(2.49502848e+02 -7.54061702e-16 1.16557704e+01)
2304            	3.85430446e+04	2.88168156e+02	(2.49502380e+02 -7.54061246e-16 1.16557581e+01)
2305            	3.85429711e+04	2.88168178e+02	(2.49501906e+02 -7.54060914e-16 1.16557478e+01)
2306            	3.85428977e+04	2.88168203e+02	(2.49501438e+02 -7.54060453e-16 1.16557400e+01)
2307            	3.85428245e+04	2.88168231e+02	(2.49500966e+02 -7.54060099e-16 1.16557343e+01)
2308            	3.85427515e+04	2.88168261e+02	(2.49500501e+02 -7.54059646e-16 1.16557312e+01)
2309            	3.85426789e+04	2.88168293e+02	(2.49500037e+02 -7.54059397e-16 1.16557305e+01)
2310            	3.85426070e+04	2.88168327e+02	(2.49499576e+02 -7.54059054e-16 1.16557323e+01)
2311            	3.85425358e+04	2.88168364e+02	(2.49499120e+02 -7.54058831e-16 1.16557366e+01)
2312            	3.85424655e+04	2.88168403e+02	(2.49498670e+02 -7.54058337e-16 1.16557434e+01)
2313            	3.85423960e+04	2.88168444e+02	(2.49498227e+02 -7.54057996e-16 1.16557528e+01)
2314            	3.85423276e+04	2.88168486e+02	(2.49497791e+02 -7.54057491e-16 1.16557648e+01)
2315            	3.85422604e+04	2.88168530e+02	(2.49497362e+02 -7.54057215e-16 1.16557792e+01)
2316            	3.85421946e+04	2.88168575e+02	(2.49496942e+02 -7.54056795e-16 1.16557962e+01)
2317            	3.85421301e+04	2.88168621e+02	(2.49496534e+02 -7.54056559e-16 1.16558158e+01)
2318            	3.85420672e+04	2.88168669e+02	(2.49496133e+02 -7.54056170e-16 1.16558378e+01)
2319            	3.85420059e+04	2.88168718e+02	(2.49495742e+02 -7.54056057e-16 1.16558620e+01)
2320            	3.85419464e+04	2.88168767e+02	(2.49495363e+02 -7.54055874e-16 1.16558885e+01)
2321            	3.85418887e+04	2.88168818e+02	(2.49494997e+02 -7.54055915e-16 1.16559173e+01)
2322            	3.85418329e+04	2.88168869e+02	(2.49494641e+02 -7.54055706e-16 1.16559483e+01)
2323            	3.85417791e+04	2.88168921e+02	(2.49494301e+02 -7.54055655e-16 1.16559819e+01)
2324            	3.85417274e+04	2.88168974e+02	(2.49493971e+02 -7.54055478e-16 1.16560178e+01)
2325            	3.85416779e+04	2.88169027e+02	(2.49493656e+02 -7.54055507e-16 1.16560559e+01)
2326            	3.85416307e+04	2.88169081e+02	(2.49493355e+02 -7.54055407e-16 1.16560961e+01)
2327            	3.85415859e+04	2.88169135e+02	(2.49493069e+02 -7.54055556e-16 1.16561380e+01)
2328            	3.85415435e+04	2.88169190e+02	(2.49492800e+02 -7.54055528e-16 1.16561819e+01)
2329            	3.85415035e+04	2.88169245e+02	(2.49492548e+02 -7.54055672e-16 1.16562278e+01)
2330            	3.85414662e+04	2.88169300e+02	(2.49492310e+02 -7.54055571e-16 1.16562753e+01)
2331            	3.85414315e+04	2.88169354e+02	(2.49492089e+02 -7.54055564e-16 1.16563242e+01)
2332            	3.85413996e+04	2.88169409e+02	(2.49491887e+02 -7.54055244e-16 1.16563746e+01)
2333            	3.85413702e+04	2.88169464e+02	(2.49491704e+02 -7.54055206e-16 1.16564266e+01)
2334            	3.85413437e+04	2.88169519e+02	(2.49491538e+02 -7.54055085e-16 1.16564799e+01)
2335            	3.85413199e+04	2.88169574e+02	(2.49491391e+02 -7.54055267e-16 1.16565345e+01)
2336            	3.85412991e+04	2.88169629e+02	(2.49491262e+02 -7.54055283e-16 1.16565904e+01)
2337            	3.85412810e+04	2.88169683e+02	(2.49491153e+02 -7.54055468e-16 1.16566478e+01)
2338            	3.85412659e+04	2.88169737e+02	(2.49491062e+02 -7.54055490e-16 1.16567065e+01)
2339            	3.85412538e+04	2.88169790e+02	(2.49490990e+02 -7.54055692e-16 1.16567663e+01)
2340            	3.85412447e+04	2.88169842e+02	(2.49490937e+02 -7.54055679e-16 1.16568272e+01)
2341            	3.85412386e+04	2.88169893e+02	(2.49490902e+02 -7.54055888e-16 1.16568893e+01)
2342            	3.85412356e+04	2.88169942e+02	(2.49490886e+02 -7.54055934e-16 1.16569526e+01)
2343            	3.85412355e+04	2.88169989e+02	(2.49490888e+02 -7.54056194e-16 1.16570172e+01)
2344            	3.85412384e+04	2.88170035e+02	(2.49490910e+02 -7.54056308e-16 1.16570830e+01)
2345            	3.85412443e+04	2.88170080e+02	(2.49490949e+02 -7.54056652e-16 1.16571499e+01)
2346            	3.85412533e+04	2.88170123e+02	(2.49491008e+02 -7.54056838e-16 1.16572176e+01)
2347            	3.85412651e+04	2.88170164e+02	(2.49491086e+02 -7.54057200e-16 1.16572862e+01)
2348            	3.85412797e+04	2.88170204e+02	(2.49491180e+02 -7.54057428e-16 1.16573557e+01)
2349            	3.85412972e+04	2.88170243e+02	(2.49491296e+02 -7.54057791e-16 1.16574264e+01)
2350            	3.85413175e+04	2.88170280e+02	(2.49491427e+02 -7.54058053e-16 1.16574977e+01)
2351            	3.85413405e+04	2.88170315e+02	(2.49491579e+02 -7.54058450e-16 1.16575701e+01)
2352            	3.85413662e+04	2.88170349e+02	(2.49491746e+02 -7.54058751e-16 1.16576428e+01)
2353            	3.85413945e+04	2.88170380e+02	(2.49491931e+02 -7.54059224e-16 1.16577161e+01)
2354            	3.85414253e+04	2.88170410e+02	(2.49492132e+02 -7.54059531e-16 1.16577898e+01)
2355            	3.85414585e+04	2.88170437e+02	(2.49492349e+02 -7.54060011e-16 1.16578639e+01)
2356            	3.85414942e+04	2.88170462e+02	(2.49492584e+02 -7.54060333e-16 1.16579383e+01)
2357            	3.85415320e+04	2.88170485e+02	(2.49492832e+02 -7.54060850e-16 1.16580125e+01)
2358            	3.85415721e+04	2.88170506e+02	(2.49493094e+02 -7.54061182e-16 1.16580868e+01)
2359            	3.85416143e+04	2.88170524e+02	(2.49493371e+02 -7.54061701e-16 1.16581611e+01)
2360            	3.85416586e+04	2.88170540e+02	(2.49493661e+02 -7.54062074e-16 1.16582352e+01)
2361            	3.85417048e+04	2.88170554e+02	(2.49493964e+02 -7.54062604e-16 1.16583092e+01)
2362            	3.85417528e+04	2.88170566e+02	(2.49494281e+02 -7.54062983e-16 1.16583832e+01)
2363            	3.85418026e+04	2.88170576e+02	(2.49494606e+02 -7.54063547e-16 1.16584567e+01)
2364            	3.85418539e+04	2.88170583e+02	(2.49494942e+02 -7.54063942e-16 1.16585299e+01)
2365            	3.85419068e+04	2.88170588e+02	(2.49495288e+02 -7.54064524e-16 1.16586027e+01)
2366            	3.85419611e+04	2.88170591e+02	(2.49495644e+02 -7.54064965e-16 1.16586751e+01)
2367            	3.85420167e+04	2.88170592e+02	(2.49496007e+02 -7.54065579e-16 1.16587469e+01)
2368            	3.85420736e+04	2.88170591e+02	(2.49496378e+02 -7.54066021e-16 1.16588180e+01)
2369            	3.85421315e+04	2.88170588e+02	(2.49496757e+02 -7.54066632e-16 1.16588884e+01)
2370            	3.85421905e+04	2.88170582e+02	(2.49497140e+02 -7.54067105e-16 1.16589579e+01)
2371            	3.85422503e+04	2.88170574e+02	(2.49497528e+02 -7.54067697e-16 1.16590265e+01)
2372            	3.85423108e+04	2.88170564e+02	(2.49497921e+02 -7.54068118e-16 1.16590940e+01)
2373            	3.85423720e+04	2.88170553e+02	(2.49498317e+02 -7.54068694e-16 1.16591601e+01)
2374            	3.85424337e+04	2.88170539e+02	(2.49498717e+02 -7.54069162e-16 1.16592248e+01)
2375            	3.85424957e+04	2.88170524e+02	(2.49499120e+02 -7.54069798e-16 1.16592883e+01)
2376            	3.85425581e+04	2.88170507e+02	(2.49499523e+02 -7.54070336e-16 1.16593501e+01)
2377            	3.85426206e+04	2.88170488e+02	(2.49499924e+02 -7.54070989e-16 1.16594103e+01)
2378            	3.85426833e+04	2.88170467e+02	(2.49500328e+02 -7.54071504e-16 1.16594688e+01)
2379            	3.85427458e+04	2.88170445e+02	(2.49500732e+02 -7.54072108e-16 1.16595256e+01)
2380            	3.85428082e+04	2.88170421e+02	(2.49501134e+02 -7.54072559e-16 1.16595807e+01)
2381            	3.85428703e+04	2.88170395e+02	(2.49501535e+02 -7.54073125e-16 1.16596340e+01)
2382            	3.85429320e+04	2.88170367e+02	(2.49501932e+02 -7.54073627e-16 1.16596853e+01)
2383            	3.85429932e+04	2.88170338e+02	(2.49502326e+02 -7.54074242e-16 1.16597345e+01)
2384            	3.85430538e+04	2.88170307e+02	(2.49502716e+02 -7.54074697e-16 1.16597815e+01)
2385            	3.85431137e+04	2.88170275e+02	(2.49503101e+02 -7.54075258e-16 1.16598263e+01)
2386            	3.85431728e+04	2.88170242e+02	(2.49503481e+02 -7.54075681e-16 1.16598687e+01)
2387            	3.85432310e+04	2.88170207e+02	(2.49503855e+02 -7.54076224e-16 1.16599088e+01)
2388            	3.85432882e+04	2.88170171e+02	(2.49504222e+02 -7.54076680e-16 1.16599462e+01)
2389            	3.85433443e+04	2.88170135e+02	(2.49504582e+02 -7.54077161e-16 1.16599812e+01)
2390            	3.85433991e+04	2.88170097e+02	(2.49504936e+02 -7.54077444e-16 1.16600137e+01)
2391            	3.85434527e+04	2.88170059e+02	(2.49505278e+02 -7.54077849e-16 1.16600436e+01)
2392            	3.85435050e+04	2.88170020e+02	(2.49505615e+02 -7.54078107e-16 1.16600711e+01)
2393            	3.85435558e+04	2.88169981e+02	(2.49505958e+02 -7.54078199e-16 1.16600962e+01)
2394            	3.85436055e+04	2.88169941e+02	(2.49506288e+02 -7.54078450e-16 1.16601165e+01)
2395            	3.85436533e+04	2.88169901e+02	(2.49506599e+02 -7.54078793e-16 1.16601353e+01)
2396            	3.85436993e+04	2.88169860e+02	(2.49506894e+02 -7.54079052e-16 1.16601519e+01)
